######################
### Initial Values ###
######################
 
Initial temp = 10.0
Initial RMSE =      5.4232421
 
Lets see how it goes!
 
--------------------------------------------------------------------------------------------------------------
     RMSE         delRMSE        BestRMSE     MP_Exponent    MP_Value   MCSA_Temp   decision  
  4.2869141      1.9616467      4.0470268      -4.4870089   1.1254e-02  0.43718       RM     
  4.0976461      -0.1892680     4.0470268      -4.4870089   1.1254e-02  0.43271       AF     
  4.0976461      2.3729473      4.0470268      -5.5407332   3.9236e-03  0.42827       RM     
  4.0976461      0.4144039      4.0470268      -0.9776299   3.7620e-01  0.42389       RM     
  4.3988439      0.3011978      4.0470268      -0.7179166   4.8777e-01  0.41954       AM     
  4.3221297      -0.0767142     4.0470268      -0.7179166   4.8777e-01  0.41525       AF     
  4.5008705      0.1787409      4.0470268      -0.4348996   6.4733e-01  0.41099       AM     
  4.5664202      0.0655496      4.0470268      -0.1611413   8.5117e-01  0.40678       AM     
  5.3417330      0.7753128      4.0470268      -1.9256844   1.4578e-01  0.40262       AM     
  4.9325570      -0.4091760     4.0470268      -1.9256844   1.4578e-01  0.39849       AF     
  4.4790873      -0.4534698     4.0470268      -1.9256844   1.4578e-01  0.39441       AF     
  4.4790873      1.0093017      4.0470268      -2.5854948   7.5359e-02  0.39037       RM     
  4.4790873      1.1735685      4.0470268      -3.0374041   4.7959e-02  0.38637       RM     
  4.4790873      0.6979769      4.0470268      -1.8251842   1.6119e-01  0.38241       RM     
  4.4790873      0.8790020      4.0470268      -2.3223465   9.8043e-02  0.37850       RM     
  4.4790873      2.0530342      4.0470268      -5.4803062   4.1681e-03  0.37462       RM     
  4.4790873      0.6738779      4.0470268      -1.8174453   1.6244e-01  0.37078       RM     
  4.4790873      1.6615536      4.0470268      -4.5275786   1.0807e-02  0.36699       RM     
  4.3382177      -0.1408695     4.0470268      -4.5275786   1.0807e-02  0.36323       AF     
  4.3382177      0.0365681      4.0470268      -0.1017178   9.0328e-01  0.35951       RM     
  4.3382177      1.7288416      4.0470268      -4.8587143   7.7605e-03  0.35582       RM     
  4.3382177      2.1901885      4.0470268      -6.2189797   1.9913e-03  0.35218       RM     
  4.4507894      0.1125717      4.0470268      -0.3229522   7.2401e-01  0.34857       AM     
  4.4507894      0.7817239      4.0470268      -2.2658651   1.0374e-01  0.34500       RM     
  4.1053383      -0.3454511     4.0470268      -2.2658651   1.0374e-01  0.34147       AF     
  4.1053383      2.0688626      4.0470268      -6.1214640   2.1952e-03  0.33797       RM     
  4.1053383      1.6611087      4.0470268      -4.9658455   6.9721e-03  0.33451       RM     
  4.3648541      0.2595158      4.0470268      -0.7838456   4.5665e-01  0.33108       AM     
  4.3648541      2.0041775      4.0470268      -6.1160966   2.2071e-03  0.32769       RM     
  4.3648541      1.1508625      4.0470268      -3.5484044   2.8771e-02  0.32433       RM     
  4.3648541      1.1224653      4.0470268      -3.4966655   3.0298e-02  0.32101       RM     
  4.3648541      1.0350757      4.0470268      -3.2578026   3.8473e-02  0.31772       RM     
  4.3648541      2.0048759      4.0470268      -6.3754617   1.7028e-03  0.31447       RM     
  4.3648541      0.6549670      4.0470268      -2.1043359   1.2193e-01  0.31125       RM     
  4.3648541      0.5628834      4.0470268      -1.8271980   1.6086e-01  0.30806       RM     
  4.3648541      1.2279496      4.0470268      -4.0273482   1.7822e-02  0.30490       RM     
  4.3648541      0.9294462      4.0470268      -3.0798844   4.5965e-02  0.30178       RM     
  4.3648541      2.0270959      4.0470268      -6.7866576   1.1287e-03  0.29869       RM     
  4.3600544      -0.0047997     4.0470268      -6.7866576   1.1287e-03  0.29563       AF     
  4.2676794      -0.0923750     4.0470268      -6.7866576   1.1287e-03  0.29260       AF     
  4.2676794      0.4395856      4.0470268      -1.5178877   2.1917e-01  0.28960       RM     
  4.3278720      0.0601926      4.0470268      -0.2099960   8.1059e-01  0.28664       AM     
  4.3278720      1.8674426      4.0470268      -6.5824324   1.3845e-03  0.28370       RM     
  4.3278720      1.1854133      4.0470268      -4.2216328   1.4675e-02  0.28079       RM     
  4.3278720      1.7861889      4.0470268      -6.4270185   1.6173e-03  0.27792       RM     
  4.3278720      0.8759219      4.0470268      -3.1843372   4.1406e-02  0.27507       RM     
  4.3278720      0.7144403      4.0470268      -2.6241649   7.2500e-02  0.27225       RM     
  4.3278720      1.4404438      4.0470268      -5.3455571   4.7693e-03  0.26947       RM     
  4.3278720      1.9176995      4.0470268      -7.1903283   7.5384e-04  0.26671       RM     
  4.3278720      2.0905352      4.0470268      -7.9194888   3.6359e-04  0.26397       RM     
  4.3278720      1.1698498      4.0470268      -4.4775585   1.1361e-02  0.26127       RM     
  4.6603806      0.3325086      4.0470268      -1.2858359   2.7642e-01  0.25859       AM     
  4.6603806      1.6557868      4.0470268      -6.4693193   1.5503e-03  0.25594       RM     
  4.8603190      0.1999384      4.0470268      -0.7892631   4.5418e-01  0.25332       AM     
  4.8013356      -0.0589833     4.0470268      -0.7892631   4.5418e-01  0.25073       AF     
  4.8013356      1.4093909      4.0470268      -5.6793695   3.4157e-03  0.24816       RM     
  4.4014659      -0.3998698     4.0470268      -5.6793695   3.4157e-03  0.24562       AF     
  4.4014659      0.1827147      4.0470268      -0.7515974   4.7161e-01  0.24310       RM     
  4.4539485      0.0524826      4.0470268      -0.2181217   8.0403e-01  0.24061       AM     
  4.4539485      0.8189679      4.0470268      -3.4389158   3.2099e-02  0.23815       RM     
  4.4539485      1.3056464      4.0470268      -5.5392598   3.9294e-03  0.23571       RM     
  4.4539485      2.2088540      4.0470268      -9.4681403   7.7275e-05  0.23329       RM     
  4.9829424      0.5289939      4.0470268      -2.2909722   1.0117e-01  0.23090       AM     
  5.4470625      0.4641201      4.0470268      -2.0308184   1.3123e-01  0.22854       AM     
  5.4470625      1.0462539      4.0470268      -4.6253997   9.7997e-03  0.22620       RM     
  4.3752554      -1.0718071     4.0470268      -4.6253997   9.7997e-03  0.22388       AF     
  4.3752554      0.8895206      4.0470268      -4.0143124   1.8055e-02  0.22159       RM     
  4.3752554      0.2068506      4.0470268      -0.9431561   3.8940e-01  0.21932       RM     
  4.3752554      1.0285812      4.0470268      -4.7384548   8.7522e-03  0.21707       RM     
  4.5575391      0.1822837      4.0470268      -0.8484327   4.2809e-01  0.21485       AM     
  4.5575391      1.9084455      4.0470268      -8.9747207   1.2657e-04  0.21265       RM     
  4.5575391      1.8111921      4.0470268      -8.6055214   1.8309e-04  0.21047       RM     
  4.5575391      0.7933477      4.0470268      -3.8084457   2.2183e-02  0.20831       RM     
  4.5575391      0.9116219      4.0470268      -4.4215082   1.2016e-02  0.20618       RM     
  4.5575391      0.7405508      4.0470268      -3.6289588   2.6544e-02  0.20407       RM     
  4.5575391      1.5291393      4.0470268      -7.5708690   5.1524e-04  0.20198       RM     
  4.5575391      1.3803733      4.0470268      -6.9050482   1.0027e-03  0.19991       RM     
  4.5575391      1.5098348      4.0470268      -7.6308180   4.8526e-04  0.19786       RM     
  4.5575391      0.9194195      4.0470268      -4.6949060   9.1417e-03  0.19583       RM     
  4.3311859      -0.2263531     4.0470268      -4.6949060   9.1417e-03  0.19383       AF     
  4.3311859      0.2699399      4.0470268      -1.4070947   2.4485e-01  0.19184       RM     
  4.3311859      0.6119276      4.0470268      -3.2227581   3.9845e-02  0.18988       RM     
  4.3311859      0.7114037      4.0470268      -3.7854308   2.2699e-02  0.18793       RM     
  4.3311859      1.9446260      4.0470268     -10.4545842   2.8816e-05  0.18601       RM     
  4.3311859      1.3703037      4.0470268      -7.4431882   5.8542e-04  0.18410       RM     
  4.3311859      1.2356434      4.0470268      -6.7812043   1.1349e-03  0.18222       RM     
  4.3311859      1.2274848      4.0470268      -6.8061468   1.1070e-03  0.18035       RM     
  4.3311859      1.9728206      4.0470268     -11.0520867   1.5854e-05  0.17850       RM     
  4.4942674      0.1630815      4.0470268      -0.9230661   3.9730e-01  0.17667       AM     
  4.4942674      0.9475709      4.0470268      -5.4189031   4.4320e-03  0.17486       RM     
  4.4942674      1.3843793      4.0470268      -7.9988264   3.3586e-04  0.17307       RM     
  4.4942674      0.7420755      4.0470268      -4.3320231   1.3141e-02  0.17130       RM     
  4.4942674      0.7758469      4.0470268      -4.5760442   1.0296e-02  0.16955       RM     
  4.4942674      2.5332582      4.0470268     -15.0961131   2.7787e-07  0.16781       RM     
  4.4942674      1.9473232      4.0470268     -11.7245243   8.0929e-06  0.16609       RM     
  4.4942674      0.2015039      4.0470268      -1.2257789   2.9353e-01  0.16439       RM     
  4.4942674      1.9690992      4.0470268     -12.1022961   5.5468e-06  0.16270       RM     
  4.4942674      0.1632896      4.0470268      -1.0139819   3.6277e-01  0.16104       RM     
  4.4942674      1.6856630      4.0470268     -10.5758171   2.5526e-05  0.15939       RM     
  4.4942674      1.3494075      4.0470268      -8.5537744   1.9282e-04  0.15776       RM     
  4.4942674      1.7928707      4.0470268     -11.4824659   1.0309e-05  0.15614       RM     
  4.4942674      1.7035890      4.0470268     -11.0235765   1.6313e-05  0.15454       RM     
  4.4942674      1.9091082      4.0470268     -12.4812974   3.7970e-06  0.15296       RM     
  4.4942674      2.0039721      4.0470268     -13.2370850   1.7832e-06  0.15139       RM     
  4.4942674      0.4842060      4.0470268      -3.2314868   3.9499e-02  0.14984       RM     
  4.4942674      0.9525334      4.0470268      -6.4227924   1.6241e-03  0.14831       RM     
  4.4942674      0.0532114      4.0470268      -0.3625100   6.9593e-01  0.14679       RM     
  4.4942674      1.5371924      4.0470268     -10.5807122   2.5401e-05  0.14528       RM     
  4.4942674      0.3484819      4.0470268      -2.4234741   8.8613e-02  0.14379       RM     
  4.4942674      1.4984791      4.0470268     -10.5288366   2.6754e-05  0.14232       RM     
  4.4942674      1.8256223      4.0470268     -12.9602124   2.3521e-06  0.14086       RM     
  4.4942674      0.7787415      4.0470268      -5.5855507   3.7517e-03  0.13942       RM     
  4.4942674      1.8875034      4.0470268     -13.6782938   1.1471e-06  0.13799       RM     
  4.4942674      1.4166914      4.0470268     -10.3726796   3.1275e-05  0.13658       RM     
  4.4942674      1.0966838      4.0470268      -8.1127595   2.9969e-04  0.13518       RM     
  4.4942674      0.2792421      4.0470268      -2.0870821   1.2405e-01  0.13380       RM     
  4.4942674      0.4822068      4.0470268      -3.6413588   2.6217e-02  0.13242       RM     
  4.4942674      1.4188839      4.0470268     -10.8255147   1.9886e-05  0.13107       RM     
  4.4942674      1.4917612      4.0470268     -11.4993290   1.0137e-05  0.12973       RM     
  4.4942674      0.6940280      4.0470268      -5.4053234   4.4926e-03  0.12840       RM     
  4.4942674      2.2165883      4.0470268     -17.4421987   2.6604e-08  0.12708       RM     
  4.4942674      1.4579520      4.0470268     -11.5912671   9.2465e-06  0.12578       RM     
  4.4942674      1.8234035      4.0470268     -14.6467743   4.3550e-07  0.12449       RM     
  4.4942674      0.3737995      4.0470268      -3.0336772   4.8138e-02  0.12322       RM     
  4.4942674      1.2622923      4.0470268     -10.3505190   3.1976e-05  0.12195       RM     
  4.4942674      0.6402852      4.0470268      -5.3045332   4.9690e-03  0.12071       RM     
  4.4942674      0.8086911      4.0470268      -6.7690518   1.1488e-03  0.11947       RM     
  4.4942674      1.9160028      4.0470268     -16.2036493   9.1800e-08  0.11825       RM     
  4.4942674      0.7738516      4.0470268      -6.6121985   1.3439e-03  0.11703       RM     
  4.5743801      0.0801127      4.0470268      -0.6916100   5.0077e-01  0.11584       AM     
  4.2520935      -0.3222867     4.0470268      -0.6916100   5.0077e-01  0.11465       AF     
  4.2520935      1.2858342      4.0470268     -11.3315073   1.1989e-05  0.11347       RM     
  4.2520935      0.2116598      4.0470268      -1.8845716   1.5189e-01  0.11231       RM     
  4.2520935      1.1868766      4.0470268     -10.6770494   2.3068e-05  0.11116       RM     
  4.2520935      1.5905753      4.0470268     -14.4567756   5.2663e-07  0.11002       RM     
  4.2520935      1.0732958      4.0470268      -9.8561683   5.2423e-05  0.10890       RM     
  4.2520935      0.6773764      4.0470268      -6.2847825   1.8645e-03  0.10778       RM     
  4.2520935      2.0122859      4.0470268     -18.8634610   6.4225e-09  0.10668       RM     
  4.2520935      0.6875949      4.0470268      -6.5123215   1.4850e-03  0.10558       RM     
  4.2520935      0.5817610      4.0470268      -5.5669751   3.8220e-03  0.10450       RM     
  4.2520935      1.7353009      4.0470268     -16.7772588   5.1728e-08  0.10343       RM     
  4.2520935      0.6465330      4.0470268      -6.3155097   1.8080e-03  0.10237       RM     
  4.2520935      2.7605457      4.0470268     -27.2448324   1.4714e-12  0.10132       RM     
  4.2520935      1.9904863      4.0470268     -19.8481433   2.3992e-09  0.10029       RM     
  4.2520935      0.3571538      4.0470268      -3.5982185   2.7372e-02  0.09926       RM     
  4.0186698      -0.2334237     4.0186698      -3.5982185   2.7372e-02  0.09824       AF     
  4.0186698      2.9413382      4.0186698     -30.2496369   7.2904e-14  0.09724       RM     
  4.0186698      0.8865356      4.0186698      -9.2117662   9.9858e-05  0.09624       RM     
  4.0186698      0.4392885      4.0186698      -4.6117745   9.9342e-03  0.09525       RM     
  4.0186698      0.8088429      4.0186698      -8.5793396   1.8795e-04  0.09428       RM     
  4.0186698      0.6006840      4.0186698      -6.4373526   1.6006e-03  0.09331       RM     
  4.0186698      0.2786991      4.0186698      -3.0176463   4.8916e-02  0.09236       RM     
  4.0186698      2.6404793      4.0186698     -28.8859715   2.8509e-13  0.09141       RM     
  4.0186698      2.6847890      4.0186698     -29.6746684   1.2956e-13  0.09047       RM     
  4.0186698      1.0545030      4.0186698     -11.7759246   7.6874e-06  0.08955       RM     
  4.0186698      0.2928786      4.0186698      -3.3045049   3.6717e-02  0.08863       RM     
  4.0186698      0.6982506      4.0186698      -7.9597885   3.4923e-04  0.08772       RM     
  4.0186698      0.2367266      4.0186698      -2.7265202   6.5447e-02  0.08682       RM     
  4.0186698      0.5686663      4.0186698      -6.6174503   1.3368e-03  0.08593       RM     
  4.0186698      2.3008222      4.0186698     -27.0512767   1.7856e-12  0.08505       RM     
  4.0186698      1.0589265      4.0186698     -12.5788812   3.4440e-06  0.08418       RM     
  4.0186698      1.3498291      4.0186698     -16.2004287   9.2097e-08  0.08332       RM     
  4.0186698      0.8046041      4.0186698      -9.7566660   5.7907e-05  0.08247       RM     
  4.0186698      2.1096602      4.0186698     -25.8465885   5.9562e-12  0.08162       RM     
  4.0186698      1.1153255      4.0186698     -13.8058727   1.0097e-06  0.08079       RM     
  4.0186698      1.8876969      4.0186698     -23.6083683   5.5849e-11  0.07996       RM     
  4.0186698      0.4749256      4.0186698      -6.0010990   2.4760e-03  0.07914       RM     
  4.0186698      2.8254196      4.0186698     -36.0711240   2.1603e-16  0.07833       RM     
  4.0186698      0.2696338      4.0186698      -3.4779434   3.0871e-02  0.07753       RM     
  4.0186698      1.9877320      4.0186698     -25.9046393   5.6203e-12  0.07673       RM     
  4.0186698      2.1726753      4.0186698     -28.6079047   3.7648e-13  0.07595       RM     
  4.0186698      0.9035890      4.0186698     -12.0208076   6.0177e-06  0.07517       RM     
  4.0186698      2.4534817      4.0186698     -32.9774484   4.7651e-15  0.07440       RM     
  4.0186698      2.6421096      4.0186698     -35.8803403   2.6144e-16  0.07364       RM     
  4.0186698      1.8487364      4.0186698     -25.3660125   9.6312e-12  0.07288       RM     
  4.0186698      2.7265064      4.0186698     -37.7968183   3.8464e-17  0.07214       RM     
  4.0186698      0.0564224      4.0186698      -0.7902629   4.5373e-01  0.07140       RM     
  4.0186698      1.4014920      4.0186698     -19.8327234   2.4365e-09  0.07067       RM     
  4.0186698      1.0454123      4.0186698     -14.9468892   3.2259e-07  0.06994       RM     
  4.0186698      1.8869788      4.0186698     -27.2584863   1.4514e-12  0.06923       RM     
  4.0186698      0.1845086      4.0186698      -2.6929169   6.7683e-02  0.06852       RM     
  4.0186698      2.5222296      4.0186698     -37.1930971   7.0347e-17  0.06781       RM     
  4.0186698      2.2595404      4.0186698     -33.6642801   2.3977e-15  0.06712       RM     
  4.0186698      0.4959790      4.0186698      -7.4659322   5.7225e-04  0.06643       RM     
  4.0186698      2.3771477      4.0186698     -36.1533375   1.9898e-16  0.06575       RM     
  4.0186698      0.7800957      4.0186698     -11.9870298   6.2244e-06  0.06508       RM     
  4.0186698      3.0462226      4.0186698     -47.2929994   2.8901e-21  0.06441       RM     
  4.0186698      0.7132398      4.0186698     -11.1877375   1.3843e-05  0.06375       RM     
  4.0186698      1.4559688      4.0186698     -23.0743929   9.5262e-11  0.06310       RM     
  4.0186698      1.8651723      4.0186698     -29.8654232   1.0706e-13  0.06245       RM     
  4.0186698      1.9505217      4.0186698     -31.5552778   1.9757e-14  0.06181       RM     
  4.0186698      0.9928082      4.0186698     -16.2277408   8.9615e-08  0.06118       RM     
  4.0186698      2.0485931      4.0186698     -33.8313972   2.0287e-15  0.06055       RM     
  4.0186698      2.3011141      4.0186698     -38.3949304   2.1149e-17  0.05993       RM     
  4.0186698      1.7835705      4.0186698     -30.0675131   8.7467e-14  0.05932       RM     
  4.0186698      0.8923267      4.0186698     -15.1985655   2.5081e-07  0.05871       RM     
  4.0186698      2.1777040      4.0186698     -37.4756411   5.3032e-17  0.05811       RM     
  4.0186698      1.2146050      4.0186698     -21.1181947   6.7373e-10  0.05751       RM     
  4.0186698      0.2483604      4.0186698      -4.3629040   1.2741e-02  0.05693       RM     
  4.0186698      0.4116202      4.0186698      -7.3056922   6.7170e-04  0.05634       RM     
  4.0186698      0.9283189      4.0186698     -16.6469019   5.8931e-08  0.05577       RM     
  4.0186698      0.5811918      4.0186698     -10.5299717   2.6723e-05  0.05519       RM     
  4.0186698      1.2572337      4.0186698     -23.0141668   1.0118e-10  0.05463       RM     
  4.0186698      2.5201600      4.0186698     -46.6099731   5.7220e-21  0.05407       RM     
  4.0186698      0.8704837      4.0186698     -16.2660790   8.6245e-08  0.05352       RM     
  4.0186698      2.1883964      4.0186698     -41.3161392   1.1393e-18  0.05297       RM     
  4.0186698      1.0740652      4.0186698     -20.4878255   1.2655e-09  0.05242       RM     
  4.0186698      0.4538431      4.0186698      -8.7466650   1.5899e-04  0.05189       RM     
  4.0186698      1.7506150      4.0186698     -34.0877919   1.5699e-15  0.05136       RM     
  4.0186698      0.3498157      4.0186698      -6.8820691   1.0260e-03  0.05083       RM     
  4.0186698      2.0886405      4.0186698     -41.5159447   9.3294e-19  0.05031       RM     
  4.0186698      1.8805742      4.0186698     -37.7670636   3.9625e-17  0.04979       RM     
  4.0186698      2.3092034      4.0186698     -46.8550514   4.4783e-21  0.04928       RM     
  4.0186698      0.4677460      4.0186698      -9.5890550   6.8474e-05  0.04878       RM     
  4.0186698      0.8391641      4.0186698     -17.3813752   2.8273e-08  0.04828       RM     
  4.0186698      2.3898175      4.0186698     -50.0119131   1.9059e-22  0.04778       RM     
  4.0186698      1.0806461      4.0186698     -22.8488172   1.1937e-10  0.04730       RM     
  4.0186698      0.6509842      4.0186698     -13.9066392   9.1290e-07  0.04681       RM     
  4.0186698      1.1434539      4.0186698     -24.6798148   1.9129e-11  0.04633       RM     
  4.0186698      0.1167212      4.0186698      -2.5453316   7.8447e-02  0.04586       RM     
  4.0186698      0.1888787      4.0186698      -4.1614944   1.5584e-02  0.04539       RM     
  4.0186698      1.9152839      4.0186698     -42.6354545   3.0455e-19  0.04492       RM     
  4.0186698      1.3344107      4.0186698     -30.0122632   9.2436e-14  0.04446       RM     
  4.0186698      2.2880436      4.0186698     -51.9930194   2.6286e-23  0.04401       RM     
  4.0186698      2.2559431      4.0186698     -51.7941113   3.2070e-23  0.04356       RM     
  4.0186698      0.5106269      4.0186698     -11.8447922   7.1758e-06  0.04311       RM     
  4.0186698      1.5334984      4.0186698     -35.9400416   2.4629e-16  0.04267       RM     
  4.0186698      1.9431271      4.0186698     -46.0116645   1.0408e-20  0.04223       RM     
  4.0186698      1.3881508      4.0186698     -33.2104611   3.7747e-15  0.04180       RM     
  4.0186698      0.6928140      4.0186698     -16.7465892   5.3339e-08  0.04137       RM     
  4.0186698      2.9098469      4.0186698     -71.0642835   1.3714e-31  0.04095       RM     
  4.0186698      1.0804633      4.0186698     -26.6601614   2.6402e-12  0.04053       RM     
  4.0186698      1.5681835      4.0186698     -39.0949906   1.0502e-17  0.04011       RM     
  3.9361963      -0.0824735     3.9361963     -39.0949906   1.0502e-17  0.03970       AF     
  3.9361963      0.8636882      3.9361963     -21.9798247   2.8463e-10  0.03929       RM     
  3.9361963      0.7431280      3.9361963     -19.1074348   5.0321e-09  0.03889       RM     
  3.9361963      0.4715867      3.9361963     -12.2510077   4.7803e-06  0.03849       RM     
  3.9361963      1.6473981      3.9361963     -43.2394652   1.6647e-19  0.03810       RM     
  3.9361963      0.7762780      3.9361963     -20.5859307   1.1472e-09  0.03771       RM     
  3.9361963      2.7570293      3.9361963     -73.8696654   8.2949e-33  0.03732       RM     
  3.9361963      1.3852641      3.9361963     -37.4997894   5.1766e-17  0.03694       RM     
  3.9361963      0.2175207      3.9361963      -5.9493333   2.6076e-03  0.03656       RM     
  3.9361963      2.2448872      3.9361963     -62.0345710   1.1448e-27  0.03619       RM     
  3.9361963      1.5574423      3.9361963     -43.4833215   1.3045e-19  0.03582       RM     
  3.9361963      2.0574396      3.9361963     -58.0375855   6.2316e-26  0.03545       RM     
  3.9361963      3.0849454      3.9361963     -87.9227437   6.5409e-39  0.03509       RM     
  3.9361963      0.3842952      3.9361963     -11.0659897   1.5635e-05  0.03473       RM     
  3.9361963      0.8952525      3.9361963     -26.0460767   4.8790e-12  0.03437       RM     
  3.9361963      2.6270862      3.9361963     -77.2222706   2.9026e-34  0.03402       RM     
  3.9361963      1.5838062      3.9361963     -47.0372348   3.7324e-21  0.03367       RM     
  3.9361963      1.7176152      3.9361963     -51.5391340   4.1385e-23  0.03333       RM     
  3.9361963      1.3382004      3.9361963     -40.5698978   2.4028e-18  0.03299       RM     
  3.9361963      1.2211136      3.9361963     -37.4033342   5.7008e-17  0.03265       RM     
  3.9361963      2.6029282      3.9361963     -80.5541546   1.0370e-35  0.03231       RM     
  3.9361963      1.9189730      3.9361963     -60.0020552   8.7385e-27  0.03198       RM     
  3.9361963      0.7710901      3.9361963     -24.3598085   2.6343e-11  0.03165       RM     
  3.9361963      1.0021037      3.9361963     -31.9854837   1.2849e-14  0.03133       RM     
  3.9361963      1.4893967      3.9361963     -48.0310586   1.3816e-21  0.03101       RM     
  3.9361963      3.0767642      3.9361963     -100.2484044  2.9018e-44  0.03069       RM     
  3.9361963      2.3364455      3.9361963     -76.9148875   3.9472e-34  0.03038       RM     
  3.9361963      2.1712999      3.9361963     -72.2181028   4.3259e-32  0.03007       RM     
  3.9361963      2.9905368      3.9361963     -100.4955669  2.2664e-44  0.02976       RM     
  3.9361963      2.5388426      3.9361963     -86.1995573   3.6644e-38  0.02945       RM     
  3.9361963      2.0200569      3.9361963     -69.2953922   8.0425e-31  0.02915       RM     
  3.9361963      0.7680523      3.9361963     -26.6196933   2.7492e-12  0.02885       RM     
  3.9361963      2.8725398      3.9361963     -100.5888443  2.0645e-44  0.02856       RM     
  3.9361963      1.6008730      3.9361963     -56.6385508   2.5246e-25  0.02826       RM     
  3.9361963      0.5244150      3.9361963     -18.7457104   7.2251e-09  0.02798       RM     
  3.9361963      1.1607181      3.9361963     -41.9203622   6.2261e-19  0.02769       RM     
  3.9361963      2.3634552      3.9361963     -86.2416642   3.5133e-38  0.02741       RM     
  3.9361963      2.2987331      3.9361963     -84.7480679   1.5645e-37  0.02712       RM     
  3.9361963      1.7897655      3.9361963     -66.6666920   1.1144e-29  0.02685       RM     
  3.9361963      1.0025396      3.9361963     -37.7299113   4.1125e-17  0.02657       RM     
  3.9361963      1.0784083      3.9361963     -41.0052063   1.5548e-18  0.02630       RM     
  3.9361963      1.7731582      3.9361963     -68.1200166   2.6053e-30  0.02603       RM     
  3.9361963      2.1406382      3.9361963     -83.0887138   8.2230e-37  0.02576       RM     
  3.9361963      0.6802048      3.9361963     -26.6753400   2.6004e-12  0.02550       RM     
  3.9361963      0.4931941      3.9361963     -19.5415801   3.2599e-09  0.02524       RM     
  3.9361963      0.9609670      3.9361963     -38.4699618   1.9620e-17  0.02498       RM     
  3.9361963      1.7382741      3.9361963     -70.3077204   2.9224e-31  0.02472       RM     
  3.9361963      1.4050103      3.9361963     -57.4163760   1.1598e-25  0.02447       RM     
  3.9361963      1.5985679      3.9361963     -66.0022678   2.1656e-29  0.02422       RM     
  3.9361963      0.5639918      3.9361963     -23.5272990   6.0565e-11  0.02397       RM     
  3.9361963      2.4297697      3.9361963     -102.4084716  3.3463e-45  0.02373       RM     
  3.9361963      0.8545368      3.9361963     -36.3892425   1.5716e-16  0.02348       RM     
  3.9361963      0.9329515      3.9361963     -40.1395799   3.6949e-18  0.02324       RM     
  3.9361963      0.6902370      3.9361963     -30.0043012   9.3175e-14  0.02300       RM     
  3.9361963      0.5854855      3.9361963     -25.7141947   6.7993e-12  0.02277       RM     
  3.9361963      1.0401368      3.9361963     -46.1549965   9.0186e-21  0.02254       RM     
  3.9361963      0.1120095      3.9361963      -5.0217451   6.5930e-03  0.02230       RM     
  3.9361963      1.1600820      3.9361963     -52.5484547   1.5083e-23  0.02208       RM     
  3.9361963      0.5670408      3.9361963     -25.9511794   5.3647e-12  0.02185       RM     
  3.9361963      0.6458185      3.9361963     -29.8624030   1.0738e-13  0.02163       RM     
  3.9361963      1.6100041      3.9361963     -75.2164366   2.1573e-33  0.02140       RM     
  3.9361963      1.7438847      3.9361963     -82.3142541   1.7839e-36  0.02119       RM     
  3.9361963      0.7508930      3.9361963     -35.8102048   2.8043e-16  0.02097       RM     
  3.9361963      2.0403427      3.9361963     -98.3112915   2.0135e-43  0.02075       RM     
  3.9361963      1.5284720      3.9361963     -74.4096515   4.8339e-33  0.02054       RM     
  3.9361963      0.3672326      3.9361963     -18.0627782   1.4303e-08  0.02033       RM     
  3.9361963      0.5921615      3.9361963     -29.4276056   1.6586e-13  0.02012       RM     
  3.9361963      2.0294560      3.9361963     -101.8980599  5.5749e-45  0.01992       RM     
  3.9361963      0.1248476      3.9361963      -6.3334170   1.7760e-03  0.01971       RM     
  3.9361963      1.2882190      3.9361963     -66.0266047   2.1135e-29  0.01951       RM     
  3.9361963      1.6769656      3.9361963     -86.8410207   1.9294e-38  0.01931       RM     
  3.9361963      0.7096430      3.9361963     -37.1289103   7.5010e-17  0.01911       RM     
  3.9361963      0.0109585      3.9361963      -0.5792893   5.6030e-01  0.01892       RM     
  3.9361963      1.8224828      3.9361963     -97.3371696   5.3334e-43  0.01872       RM     
  3.9361963      1.5919659      3.9361963     -85.9054132   4.9176e-38  0.01853       RM     
  3.9361963      0.9167255      3.9361963     -49.9801556   1.9674e-22  0.01834       RM     
  3.9361963      1.5679614      3.9361963     -86.3704438   3.0888e-38  0.01815       RM     
  3.9361963      0.8517607      3.9361963     -47.4044243   2.5854e-21  0.01797       RM     
  3.9361963      0.3921872      3.9361963     -22.0529241   2.6457e-10  0.01778       RM     
  3.9361963      1.9157650      3.9361963     -108.8394941  5.3902e-48  0.01760       RM     
  3.9361963      2.7565905      3.9361963     -158.2297138  1.9130e-69  0.01742       RM     
  3.9361963      1.9146656      3.9361963     -111.0401978  5.9684e-49  0.01724       RM     
  3.9361963      1.4731569      3.9361963     -86.3192782   3.2510e-38  0.01707       RM     
  3.9361963      1.8123451      3.9361963     -107.2929471  2.5308e-47  0.01689       RM     
  3.9361963      1.6334752      3.9361963     -97.7044483   3.6940e-43  0.01672       RM     
  3.9361963      1.5218303      3.9361963     -91.9685890   1.1443e-40  0.01655       RM     
  3.9361963      1.1635632      3.9361963     -71.0452029   1.3978e-31  0.01638       RM     
  3.9361963      2.6811988      3.9361963     -165.4037301  1.4658e-72  0.01621       RM     
  3.9361963      2.3406811      3.9361963     -145.8915157  4.3664e-64  0.01604       RM     
